ID;BONUSZ;ARBEVETEL;TJB;AKTIV_NAPOK;KAMPANY_HOSSZA;VISSZAFIZETES;PONT_NAP;PONT_HONAP;RFM_SCORE_NO;KAMPANYAFFINITAS;TELJESITES
ID1247;20000;721884;582801;30;2;0,5;2;7,9183;10;1;1
ID1248;2000;26950;3999;24;2;0,5;2;7,9183;6;0,333333333;0
ID1249;5000;120972;-85335;20;2;0,5;2;7,9183;10;0,636363636;1
ID1250;20000;505690;102540;24;2;0,5;2;7,9183;10;0,923076923;1
ID1251;2000;90303;19972;14;2;0,5;2;7,9183;7;0,166666667;0
ID1252;2000;137668;8001;8;2;0,5;2;7,9183;4;0;0
ID1253;20000;509832;37504;13;2;0,5;2;7,9183;10;0,125;0
ID1254;10000;212658;62280;18;2;0,5;2;7,9183;10;0;0
ID1255;20000;2927538;-11997;18;2;0,5;2;7,9183;10;0,8;0
ID1256;20000;1663954;956574;27;2;0,5;2;7,9183;10;0,8;1
ID1257;5000;185610;-129175;25;2;0,5;2;7,9183;9;1;1
ID1258;5000;16196;-9000;18;2;0,5;2;7,9183;8;0;0
ID1259;2000;110728;-3819;26;2;0,5;2;7,9183;9;0,6;0
ID1260;5000;48812;17959;24;2;0,5;2;7,9183;6;0;0
ID1261;5000;81563;5103;30;2;0,5;2;7,9183;8;0,5;0
ID1262;2000;15391;12611;30;2;0,5;2;7,9183;7;0,6;1
ID1263;20000;225552;72931;7;2;0,5;2;7,9183;10;0,8;0
ID1264;5000;152940;82691;24;2;0,5;2;7,9183;8;0,076923077;1
ID1265;20000;476676;169411;28;2;0,5;2;7,9183;9;0,833333333;1
ID1266;20000;645325;494999;6;2;0,5;2;7,9183;8;0;0
ID1267;10000;106400;225900;28;2;0,5;2;7,9183;8;0;0
ID1268;20000;780632;16780;20;2;0,5;2;7,9183;9;0,25;0
ID1269;10000;565013;54584;20;2;0,5;2;7,9183;6;0;0
ID1270;2000;147835;-9583;28;2;0,5;2;7,9183;8;0,666666667;1
ID1271;20000;1011079;370823;20;2;0,5;2;7,9183;9;0,583333333;0
ID1272;20000;114619;137649;31;2;0,5;2;7,9183;10;0,857142857;1
ID1273;20000;482879;483416;19;2;0,5;2;7,9183;10;0,642857143;1
ID1274;5000;67688;24286;27;2;0,5;2;7,9183;6;0,1;0
ID1275;20000;491447;104402;30;2;0,5;2;7,9183;10;0,545454546;0
ID1276;10000;2319646;615039;22;2;0,5;2;7,9183;8;0;1
ID1277;2000;22255;5305;29;2;0,5;2;7,9183;7;0;0
ID1278;10000;121213;-10300;19;2;0,5;2;7,9183;9;0,2;1
ID1279;20000;162810;608247;10;2;0,5;2;7,9183;9;0,833333333;0
ID1280;20000;255148;263088;22;2;0,5;2;7,9183;10;0,214285714;0
ID1281;2000;15690;21962;30;2;0,5;2;7,9183;7;0;0
ID1282;20000;642741;546903;23;2;0,5;2;7,9183;9;1;0
ID1283;5000;146055;21541;31;2;0,5;2;7,9183;6;0,25;0
ID1284;2000;49060;-482;26;2;0,5;2;7,9183;6;0,666666667;1
ID1285;20000;705170;156676;23;2;0,5;2;7,9183;9;0,166666667;0
ID1286;10000;82500;-92001;20;2;0,5;2;7,9183;8;1;1
ID1287;10000;115819;40000;20;2;0,5;2;7,9183;10;0,5;1
ID1288;5000;211355;44322;24;2;0,5;2;7,9183;6;0;0
ID1289;2000;16947;4941;27;2;0,5;2;7,9183;7;0,8;1
ID1290;10000;48600;14168;22;2;0,5;2;7,9183;7;0,5;1
ID1291;10000;82266;103039;25;2;0,5;2;7,9183;9;0,75;0
ID1292;10000;1123770;-130172;22;2;0,5;2;7,9183;9;0,090909091;0
ID1293;5000;39242;21528;19;2;0,5;2;7,9183;6;0,5;0
ID1294;2000;27514;4703;30;2;0,5;2;7,9183;6;1;1
ID1295;20000;356805;332301;19;2;0,5;2;7,9183;9;0,636363636;1
ID1296;5000;40400;57590;17;2;0,5;2;7,9183;8;0,2;0
ID1297;20000;280000;-359500;3;2;0,5;2;7,9183;7;0;1
ID1298;20000;460442;154667;31;2;0,5;2;7,9183;10;0,375;0
ID1299;10000;147700;358;31;2;0,5;2;7,9183;9;1;1
ID1300;2000;36886;10556;25;2;0,5;2;7,9183;7;0,333333333;1
ID1301;5000;116522;23501;20;2;0,5;2;7,9183;9;0;0
ID1302;10000;861422;93918;23;2;0,5;2;7,9183;8;0,166666667;0
ID1303;5000;177011;48500;21;2;0,5;2;7,9183;8;0,666666667;1
ID1304;5000;738719;-167997;18;2;0,5;2;7,9183;7;0,333333333;1
ID1305;5000;22048;-10332;22;2;0,5;2;7,9183;7;1;0
ID1306;5000;116923;27104;31;2;0,5;2;7,9183;8;1;1
ID1307;20000;4831514;1311999;30;2;0,5;2;7,9183;10;0,777777778;1
ID1308;5000;196647;47000;16;2;0,5;2;7,9183;5;0;0
ID1309;10000;1133837;-95829;27;2;0,5;2;7,9183;9;0,444444444;1
ID1310;5000;13238;10700;10;2;0,5;2;7,9183;7;0,5;0
ID1311;20000;227603;68878;31;2;0,5;2;7,9183;10;1;1
ID1312;2000;89463;-12269;17;2;0,5;2;7,9183;7;0;1
ID1313;20000;166487;737500;21;2;0,5;2;7,9183;8;0,75;0
ID1314;2000;24254;-1660;20;2;0,5;2;7,9183;6;0,5;1
ID1315;5000;46151;2137;30;2;0,5;2;7,9183;7;0,333333333;0
ID1316;5000;169358;72702;16;2;0,5;2;7,9183;6;0;0
ID1317;5000;90914;10221;26;2;0,5;2;7,9183;7;0,375;1
ID1318;2000;54712;39543;22;2;0,5;2;7,9183;7;0;1
ID1319;20000;6861475;-1698;18;2;0,5;2;7,9183;9;0,714285714;0
ID1320;20000;50000;814918;3;2;0,5;2;7,9183;9;0,75;0
ID1321;5000;77069;23500;22;2;0,5;2;7,9183;9;0;0
ID1322;20000;8152343;1320004;26;2;0,5;2;7,9183;10;0,363636364;1
ID1323;20000;95000;503500;5;2;0,5;2;7,9183;9;0,095238095;1
ID1324;20000;2240743;897876;22;2;0,5;2;7,9183;9;1;1
ID1325;5000;190754;20883;18;2;0,5;2;7,9183;5;0,5;1
ID1326;5000;89865;-1810;9;2;0,5;2;7,9183;7;0,25;0
ID1327;5000;172451;-88999;30;2;0,5;2;7,9183;8;0,666666667;0
ID1328;5000;79498;76877;23;2;0,5;2;7,9183;8;0,75;1
ID1329;5000;16210;13900;20;2;0,5;2;7,9183;8;0;0
ID1330;5000;151274;-216236;24;2;0,5;2;7,9183;8;1;1
ID1331;20000;490244;34899;19;2;0,5;2;7,9183;9;0,333333333;0
ID1332;20000;317000;114978;26;2;0,5;2;7,9183;9;0,3;0
ID1333;20000;141315;88000;22;2;0,5;2;7,9183;10;0,333333333;0
ID1334;5000;392436;-32999;23;2;0,5;2;7,9183;8;0,333333333;1
ID1335;2000;265293;-31880;26;2;0,5;2;7,9183;8;0,555555556;1
ID1336;2000;58839;24001;22;2;0,5;2;7,9183;8;0;0
ID1337;5000;91099;30973;20;2;0,5;2;7,9183;7;0,666666667;0
ID1338;2000;36200;-49133;22;2;0,5;2;7,9183;6;0;0
ID1339;20000;3008242;-1784256;23;2;0,5;2;7,9183;10;1;1
ID1340;10000;228838;42802;31;2;0,5;2;7,9183;10;0;1
ID1341;20000;1856520;499618;28;2;0,5;2;7,9183;7;0,5;0
ID1342;5000;953240;-76308;29;2;0,5;2;7,9183;9;0,888888889;0
ID1343;2000;13800;-677;21;2;0,5;2;7,9183;7;1;0
ID1344;10000;151787;30880;28;2;0,5;2;7,9183;8;0,428571429;1
ID1345;5000;134813;29209;26;2;0,5;2;7,9183;6;0,5;0
ID1346;20000;271436;112513;28;2;0,5;2;7,9183;10;0;0
ID1347;20000;196913;313914;28;2;0,5;2;7,9183;9;0,333333333;1
ID1348;20000;568488;152501;17;2;0,5;2;7,9183;6;0,5;0
ID1349;20000;302947;57946;22;2;0,5;2;7,9183;10;0,461538462;1
ID1350;10000;37735;67001;20;2;0,5;2;7,9183;10;0,875;1
ID1351;2000;20193;7240;18;2;0,5;2;7,9183;7;0,6;0
ID1352;10000;515031;16240;10;2;0,5;2;7,9183;9;0;0
ID1353;5000;63265;-1227;27;2;0,5;2;7,9183;8;0,666666667;1
ID1354;20000;191970;42431;27;2;0,5;2;7,9183;10;0,166666667;0
ID1355;2000;7096;-577;27;2;0,5;2;7,9183;6;0;0
ID1356;2000;24439;-23000;30;2;0,5;2;7,9183;6;0,25;0
ID1357;20000;4000000;969252;25;2;0,5;2;7,9183;9;0,5;0
ID1358;5000;455877;0;24;2;0,5;2;7,9183;9;0,875;1
ID1359;2000;9545;4073;29;2;0,5;2;7,9183;7;0,4;0
ID1360;5000;48195;2754;28;2;0,5;2;7,9183;5;0;0
ID1361;2000;7808;8000;22;2;0,5;2;7,9183;7;0;0
ID1362;10000;329336;99001;14;2;0,5;2;7,9183;9;0,333333333;1
ID1363;5000;25586;12479;20;2;0,5;2;7,9183;9;0;0
ID1364;5000;270301;22902;23;2;0,5;2;7,9183;6;0;0
ID1365;2000;87707;164707;18;2;0,5;2;7,9183;9;0,25;0
ID1366;20000;3506611;455435;29;2;0,5;2;7,9183;10;1;1
ID1367;10000;412553;-124476;31;2;0,5;2;7,9183;10;1;1
ID1368;5000;126976;146445;28;2;0,5;2;7,9183;8;0,6;0
ID1369;20000;285478;475600;19;2;0,5;2;7,9183;9;0,4;0
ID1370;5000;157355;52000;10;2;0,5;2;7,9183;8;0,5;0
ID1371;5000;64375;-16915;31;2;0,5;2;7,9183;9;0,5;0
ID1372;20000;1128555;492240;20;2;0,5;2;7,9183;10;0;0
ID1373;5000;138000;23228;26;2;0,5;2;7,9183;9;0,857142857;1
ID1374;2000;31598;11448;19;2;0,5;2;7,9183;8;0,666666667;1
ID1375;5000;21341;35700;23;2;0,5;2;7,9183;6;0,285714286;0
ID1376;5000;76376;24023;30;2;0,5;2;7,9183;9;0;0
ID1377;20000;804290;249000;26;2;0,5;2;7,9183;10;1;1
ID1378;5000;18237;11203;31;2;0,5;2;7,9183;7;0;0
ID1379;10000;44250;98925;28;2;0,5;2;7,9183;7;0,75;0
ID1380;2000;11000;380;22;2;0,5;2;7,9183;7;0,25;0
ID1381;10000;1509634;405002;25;2;0,5;2;7,9183;5;0;1
ID1382;20000;387128;184888;29;2;0,5;2;7,9183;10;1;1
ID1383;5000;10870;23170;27;2;0,5;2;7,9183;7;1;1
ID1384;20000;299326;52577;24;2;0,5;2;7,9183;10;0,818181818;1
ID1385;10000;357270;-5741;31;2;0,5;2;7,9183;9;0,833333333;0
ID1386;10000;152272;94000;27;2;0,5;2;7,9183;10;0;0
ID1387;20000;593720;272906;21;2;0,5;2;7,9183;7;1;0
ID1388;5000;1811865;4192;15;2;0,5;2;7,9183;9;0,5;0
ID1389;10000;296041;45726;25;2;0,5;2;7,9183;10;0,625;0
ID1390;5000;99774;16905;19;2;0,5;2;7,9183;6;0;1
ID1391;20000;878295;469002;29;2;0,5;2;7,9183;10;0,375;0
ID1392;2000;19346;7383;30;2;0,5;2;7,9183;7;1;0
ID1393;2000;11000;-626;29;2;0,5;2;7,9183;5;0,1;1
ID1394;2000;33138;10568;29;2;0,5;2;7,9183;5;1;1
ID1395;2000;32250;6957;27;2;0,5;2;7,9183;7;0;0
ID1396;20000;681850;219427;30;2;0,5;2;7,9183;10;0,5;0
ID1397;5000;215160;117700;12;2;0,5;2;7,9183;8;0;1
ID1398;5000;317600;27097;17;2;0,5;2;7,9183;7;0,4;0
ID1399;5000;56225;13958;19;2;0,5;2;7,9183;7;0,25;0
ID1400;20000;373255;260301;22;2;0,5;2;7,9183;10;0,8;0
ID1401;20000;189736;-21528;4;2;0,5;2;7,9183;10;1;1
ID1402;20000;2159894;700000;9;2;0,5;2;7,9183;9;0,5;0
ID1403;5000;183615;58638;31;2;0,5;2;7,9183;9;0;0
ID1404;5000;92399;35400;13;2;0,5;2;7,9183;5;0;0
ID1405;5000;378798;12000;22;2;0,5;2;7,9183;8;0,6;0
ID1406;20000;1011340;320795;15;2;0,5;2;7,9183;10;0,5;0
ID1407;10000;398245;45864;31;2;0,5;2;7,9183;9;0,666666667;1
ID1408;20000;80000;683600;8;2;0,5;2;7,9183;9;0,9;1
ID1409;20000;335289;247056;15;2;0,5;2;7,9183;10;0,75;1
ID1410;2000;21137;32001;26;2;0,5;2;7,9183;8;0,5;0
ID1411;2000;50046;10005;29;2;0,5;2;7,9183;5;0;0
ID1412;20000;214577;19341;21;2;0,5;2;7,9183;10;0,888888889;1
ID1413;5000;16800;14685;28;2;0,5;2;7,9183;9;0,666666667;0
ID1414;20000;729385;-129395;30;2;0,5;2;7,9183;10;0,7;1
ID1415;2000;101178;45195;29;2;0,5;2;7,9183;5;0,083333333;0
ID1416;5000;30269;2083;27;2;0,5;2;7,9183;9;0;0
ID1417;2000;12871;12894;23;2;0,5;2;7,9183;7;0;0
ID1418;5000;18404;20900;23;2;0,5;2;7,9183;9;0,5;0
ID1419;20000;369774;303238;30;2;0,5;2;7,9183;10;0,636363636;0
ID1420;20000;485623;109553;26;2;0,5;2;7,9183;9;0,666666667;0
ID1421;20000;428907;204687;31;2;0,5;2;7,9183;10;0,125;0
ID1422;5000;48595;24001;18;2;0,5;2;7,9183;8;0;0
ID1423;2000;33196;11424;17;2;0,5;2;7,9183;5;0;1
ID1424;10000;382252;-138504;31;2;0,5;2;7,9183;10;0,5;0
ID1425;20000;12999971;334892;30;2;0,5;2;7,9183;9;0;0
ID1426;20000;307000;227595;22;2;0,5;2;7,9183;10;1;1
ID1427;2000;18230;1960;13;2;0,5;2;7,9183;6;0,333333333;0
ID1428;5000;94881;10661;22;2;0,5;2;7,9183;8;0,166666667;0
ID1429;5000;393090;502;31;2;0,5;2;7,9183;9;1;1
ID1430;20000;2217932;787591;29;2;0,5;2;7,9183;9;0;0
ID1431;5000;51450;30500;18;2;0,5;2;7,9183;8;0,571428571;0
ID1432;20000;0;0;0;2;0,5;2;7,9183;7;0;0
ID1433;20000;121049;39773;26;2;0,5;2;7,9183;10;0;0
ID1434;20000;7489557;791643;27;2;0,5;2;7,9183;10;0,833333333;1
ID1435;20000;6857476;2093800;9;2;0,5;2;7,9183;5;0;1
ID1436;20000;707037;274001;30;2;0,5;2;7,9183;10;0,833333333;1
ID1437;20000;582769;-319935;22;2;0,5;2;7,9183;10;0,5;0
ID1438;5000;70230;-2052;31;2;0,5;2;7,9183;10;0;0
ID1439;5000;36850;28936;18;2;0,5;2;7,9183;6;0;0
ID1440;2000;28903;2765;31;2;0,5;2;7,9183;7;1;0
ID1441;20000;2997347;-50097;30;2;0,5;2;7,9183;10;0;0
ID1442;5000;214003;9551;19;2;0,5;2;7,9183;5;0;0
ID1443;20000;40117;25238;26;2;0,5;2;7,9183;10;0;0
ID1444;20000;311438;174639;31;2;0,5;2;7,9183;10;0,9;1
ID1445;10000;468334;144386;27;2;0,5;2;7,9183;10;0;0
ID1446;2000;16660;12406;24;2;0,5;2;7,9183;7;1;1
ID1447;5000;11210;44000;17;2;0,5;2;7,9183;8;1;0
ID1448;10000;62807;69774;20;2;0,5;2;7,9183;9;0,666666667;0
ID1449;2000;10203;9076;16;2;0,5;2;7,9183;6;0,5;0
ID1450;5000;112020;37366;21;2;0,5;2;7,9183;9;0;1
ID1451;20000;2117411;284159;23;2;0,5;2;7,9183;10;0,8;1
ID1452;20000;245208;70213;31;2;0,5;2;7,9183;10;0,923076923;1
ID1453;20000;1178403;127776;22;2;0,5;2;7,9183;9;0,666666667;0
ID1454;10000;177077;9082;30;2;0,5;2;7,9183;10;0,666666667;0
ID1455;2000;36507;10103;22;2;0,5;2;7,9183;6;0,333333333;1
ID1456;20000;5549640;2536589;31;2;0,5;2;7,9183;10;0,8;1
ID1457;2000;37215;19013;25;2;0,5;2;7,9183;6;0,666666667;1
ID1458;20000;1030063;204549;22;2;0,5;2;7,9183;10;0,769230769;1
ID1459;20000;1890500;-63334;28;2;0,5;2;7,9183;10;1;1
ID1460;5000;205480;-65246;11;2;0,5;2;7,9183;8;0,666666667;0
ID1461;20000;503798;361508;28;2;0,5;2;7,9183;10;0,5;0
ID1462;2000;10331;21008;24;2;0,5;2;7,9183;6;0,6;0
ID1463;5000;198600;6302;29;2;0,5;2;7,9183;6;0;1
ID1464;20000;674911;267343;25;2;0,5;2;7,9183;10;0,857142857;0
ID1465;20000;2646545;1462213;29;2;0,5;2;7,9183;10;0,777777778;1
ID1466;5000;71677;13618;28;2;0,5;2;7,9183;8;0;0
ID1467;20000;484116;750653;24;2;0,5;2;7,9183;10;0,5;0
ID1468;20000;1454880;897900;23;2;0,5;2;7,9183;10;0,4;0
ID1469;2000;22755;1755;31;2;0,5;2;7,9183;8;0,25;0
ID1470;10000;217128;150516;31;2;0,5;2;7,9183;10;1;1
ID1471;2000;15250;-1800;29;2;0,5;2;7,9183;7;1;1
ID1472;5000;26080;39012;29;2;0,5;2;7,9183;8;0;0
ID1473;20000;1742988;130730;31;2;0,5;2;7,9183;10;0,714285714;1
ID1474;20000;2570230;448899;16;2;0,5;2;7,9183;9;0,333333333;1
ID1475;10000;95956;56672;21;2;0,5;2;7,9183;10;0,75;0
ID1476;20000;7262438;431531;21;2;0,5;2;7,9183;9;0;1
ID1477;10000;3525800;-234852;10;2;0,5;2;7,9183;8;0,4;0
ID1478;5000;41120;-4077;19;2;0,5;2;7,9183;8;0;0
ID1479;20000;446840;-313210;21;2;0,5;2;7,9183;9;0,166666667;1
ID1480;2000;41550;8110;31;2;0,5;2;7,9183;7;0,5;0
ID1481;20000;1208147;-141779;31;2;0,5;2;7,9183;10;0,333333333;1
ID1482;2000;54656;31194;31;2;0,5;2;7,9183;7;0;0
ID1483;5000;31604;21800;23;2;0,5;2;7,9183;8;0,333333333;0
ID1484;20000;335029;536900;21;2;0,5;2;7,9183;8;1;0
ID1485;20000;682588;24556;28;2;0,5;2;7,9183;10;0,909090909;1
ID1486;2000;92672;-15437;29;2;0,5;2;7,9183;8;0,25;0
ID1487;5000;73853;12539;26;2;0,5;2;7,9183;6;0;0
ID1488;20000;9842659;6349805;28;2;0,5;2;7,9183;10;0,142857143;0
ID1489;5000;46343;9027;31;2;0,5;2;7,9183;6;0,333333333;0
ID1490;2000;83590;29362;28;2;0,5;2;7,9183;6;0;0
ID1491;2000;11182;6291;29;2;0,5;2;7,9183;7;0,75;1
ID1492;20000;596394;238356;23;2;0,5;2;7,9183;10;0,368421053;1
ID1493;20000;47934;41840;14;2;0,5;2;7,9183;9;0,444444444;0
ID1494;20000;44351629;2644088;31;2;0,5;2;7,9183;9;0,333333333;1
ID1495;20000;1431134;185000;20;2;0,5;2;7,9183;9;0,2;1
ID1496;10000;94548;-260000;20;2;0,5;2;7,9183;9;0,5;0
ID1497;2000;8840;15600;26;2;0,5;2;7,9183;7;0;0
ID1498;20000;78317;75628;19;2;0,5;2;7,9183;10;0,3;0
ID1499;20000;535219;235301;30;2;0,5;2;7,9183;10;0,25;1
ID1500;20000;605687;369019;23;2;0,5;2;7,9183;10;0,4;0
ID1501;10000;250900;-57064;31;2;0,5;2;7,9183;9;0,5;0
ID1502;20000;817000;442252;30;2;0,5;2;7,9183;10;0,611111111;0
ID1503;20000;25762546;2961537;17;2;0,5;2;7,9183;8;0,25;0
ID1504;5000;67383;50351;16;2;0,5;2;7,9183;7;0;0
ID1505;20000;130827;377860;21;2;0,5;2;7,9183;10;0,714285714;0
ID1506;2000;117154;180833;24;2;0,5;2;7,9183;6;0,5;1
ID1507;10000;290663;288546;23;2;0,5;2;7,9183;10;0,833333333;0
ID1508;2000;165000;-27569;11;2;0,5;2;7,9183;6;0;0
ID1509;20000;328055;218453;24;2;0,5;2;7,9183;10;0,909090909;1
ID1510;2000;11900;19100;23;2;0,5;2;7,9183;7;0,2;0
ID1511;20000;1256990;814179;26;2;0,5;2;7,9183;9;0,5;1
ID1512;20000;40000;140000;7;2;0,5;2;7,9183;10;0,888888889;0
ID1513;2000;57849;16951;23;2;0,5;2;7,9183;8;0,833333333;1
ID1514;20000;553867;272002;25;2;0,5;2;7,9183;10;0,7;0
ID1515;20000;7608038;216632;27;2;0,5;2;7,9183;10;0,333333333;0
ID1516;20000;142940;-199499;18;2;0,5;2;7,9183;10;0,571428571;0
ID1517;5000;40050;25179;31;2;0,5;2;7,9183;7;0;0
ID1518;20000;1791459;1424976;19;2;0,5;2;7,9183;6;0,25;0
ID1519;20000;688142;763417;25;2;0,5;2;7,9183;10;0,8;0
ID1520;10000;713131;268161;23;2;0,5;2;7,9183;8;0;1
ID1521;20000;1100039;126819;18;2;0,5;2;7,9183;10;0,416666667;0
ID1522;20000;60000;310000;4;2;0,5;2;7,9183;9;0,125;0
ID1523;20000;3353656;140955;31;2;0,5;2;7,9183;10;0,818181818;1
ID1524;5000;184925;86045;21;2;0,5;2;7,9183;8;0;0
ID1525;5000;76989;58518;31;2;0,5;2;7,9183;9;0,8;1
ID1526;2000;9900;18300;22;2;0,5;2;7,9183;7;0;1
ID1527;20000;425745;-44999;10;2;0,5;2;7,9183;8;0,461538462;0
ID1528;2000;107920;-17233;22;2;0,5;2;7,9183;9;0,222222222;1
ID1529;5000;38000;-25994;29;2;0,5;2;7,9183;9;0;0
ID1530;20000;2751930;256699;26;2;0,5;2;7,9183;9;0,4;0
ID1531;20000;850619;556302;15;2;0,5;2;7,9183;10;0,222222222;0
ID1532;20000;1498887;153188;29;2;0,5;2;7,9183;10;1;0
ID1533;2000;51596;14736;31;2;0,5;2;7,9183;7;0,333333333;1
ID1534;10000;459762;238184;29;2;0,5;2;7,9183;9;0,25;0
ID1535;5000;26400;17817;23;2;0,5;2;7,9183;7;0,6;0
ID1536;20000;589700;-54602;21;2;0,5;2;7,9183;10;0,333333333;1
ID1537;5000;90851;140601;23;2;0,5;2;7,9183;6;0;0
ID1538;20000;846197;313657;29;2;0,5;2;7,9183;9;0,142857143;0
ID1539;20000;140700;110670;18;2;0,5;2;7,9183;10;0;0
ID1540;2000;22178;8658;30;2;0,5;2;7,9183;7;0,25;0
ID1541;20000;943878;699378;10;2;0,5;2;7,9183;10;0,714285714;0
ID1542;2000;31300;2660;31;2;0,5;2;7,9183;7;0;0
ID1543;20000;9300000;-461700;14;2;0,5;2;7,9183;6;0;0
ID1544;20000;3199917;326686;12;2;0,5;2;7,9183;10;0,818181818;0
ID1545;20000;345733;223003;23;2;0,5;2;7,9183;10;0,4;0
ID1546;2000;17750;-3664;27;2;0,5;2;7,9183;6;0;0
ID1547;5000;51562;33508;28;2;0,5;2;7,9183;7;1;1
ID1548;5000;2528190;63000;26;2;0,5;2;7,9183;5;0;0
ID1549;10000;105000;66000;22;2;0,5;2;7,9183;8;1;1
ID1550;10000;88910;44001;18;2;0,5;2;7,9183;10;0;0
ID1551;2000;25082;11140;31;2;0,5;2;7,9183;7;1;1
ID1552;20000;786994;105002;25;2;0,5;2;7,9183;10;0,125;0
ID1553;5000;252722;1060;21;2;0,5;2;7,9183;7;0,5;1
ID1554;20000;127707;55001;16;2;0,5;2;7,9183;10;0,076923077;0
ID1555;2000;22314;16394;14;2;0,5;2;7,9183;7;0;0
ID1556;5000;236702;14199;30;2;0,5;2;7,9183;9;1;1
ID1557;10000;133860;9850;23;2;0,5;2;7,9183;10;0;0
ID1558;2000;72057;-30377;22;2;0,5;2;7,9183;6;0,285714286;1
ID1559;10000;1057964;184402;31;2;0,5;2;7,9183;10;0,5;0
ID1560;20000;10190812;9549018;26;2;0,5;2;7,9183;10;1;1
ID1561;10000;101000;54976;18;2;0,5;2;7,9183;8;0,333333333;0
ID1562;2000;98700;8644;27;2;0,5;2;7,9183;7;0;1
ID1563;10000;347334;90299;23;2;0,5;2;7,9183;9;0,25;1
ID1564;20000;363285;296588;30;2;0,5;2;7,9183;10;1;1
ID1565;20000;305335;327150;30;2;0,5;2;7,9183;10;0,866666667;1
ID1566;2000;12038;2091;27;2;0,5;2;7,9183;7;0,8;0
ID1567;20000;623400;-20902;31;2;0,5;2;7,9183;10;0,583333333;0
ID1568;5000;285260;29273;31;2;0,5;2;7,9183;8;0;0
ID1569;5000;190166;-9511;17;2;0,5;2;7,9183;7;0,571428571;1
ID1570;20000;386358;344881;30;2;0,5;2;7,9183;10;0,909090909;1
ID1571;20000;307993;179999;29;2;0,5;2;7,9183;10;0,75;0
ID1572;5000;102855;-58146;15;2;0,5;2;7,9183;8;0,5;1
ID1573;5000;25900;50020;18;2;0,5;2;7,9183;9;0,285714286;0
ID1574;2000;31129;2333;30;2;0,5;2;7,9183;7;1;1
ID1575;2000;325149;-132718;28;2;0,5;2;7,9183;8;1;0
ID1576;10000;404492;147583;19;2;0,5;2;7,9183;8;0,4;0
ID1577;2000;42139;15257;26;2;0,5;2;7,9183;6;0;0
ID1578;20000;60722;43402;25;2;0,5;2;7,9183;10;0;0
ID1579;20000;1836968;530002;26;2;0,5;2;7,9183;10;0,533333333;0
ID1580;10000;16000;10468;30;2;0,5;2;7,9183;9;1;1
ID1581;5000;239138;57506;31;2;0,5;2;7,9183;9;0;1
ID1582;20000;2256499;284012;31;2;0,5;2;7,9183;9;0,75;0
ID1583;10000;220769;33988;30;2;0,5;2;7,9183;10;0,833333333;1
ID1584;5000;56793;41104;31;2;0,5;2;7,9183;9;0,111111111;0
ID1585;20000;76833;37361;12;2;0,5;2;7,9183;10;0;0
ID1586;20000;1030015;-1364450;31;2;0,5;2;7,9183;10;0,875;1
ID1587;10000;177101;153001;22;2;0,5;2;7,9183;9;0,5;0
ID1588;2000;44105;13741;29;2;0,5;2;7,9183;6;0,333333333;0
ID1589;20000;2275181;158457;20;2;0,5;2;7,9183;9;0,25;0
ID1590;5000;79041;25362;18;2;0,5;2;7,9183;7;0,4;0
ID1591;10000;917482;211202;11;2;0,5;2;7,9183;9;0;0
ID1592;5000;52933;54531;19;2;0,5;2;7,9183;7;0,166666667;0
ID1593;2000;139562;2716;30;2;0,5;2;7,9183;7;0,1875;1
ID1594;5000;36985;62147;20;2;0,5;2;7,9183;9;0,6;1
ID1595;5000;511326;-53959;25;2;0,5;2;7,9183;8;0,5;1
ID1596;5000;181668;8113;26;2;0,5;2;7,9183;7;0;0
ID1597;20000;3174260;145391;31;2;0,5;2;7,9183;10;0,5;1
ID1598;20000;192291;443063;29;2;0,5;2;7,9183;9;0,222222222;0
ID1599;5000;35680;55000;27;2;0,5;2;7,9183;6;0;0
ID1600;2000;191600;-14421;24;2;0,5;2;7,9183;5;0;0
ID1601;20000;165763;222001;22;2;0,5;2;7,9183;10;0,384615385;0
ID1602;20000;43366829;19055798;22;2;0,5;2;7,9183;8;0,727272727;1
ID1603;20000;4115901;-534998;31;2;0,5;2;7,9183;8;0,8;0
ID1604;20000;1454752;692000;15;2;0,5;2;7,9183;10;0,6875;1
ID1605;20000;306744;714001;12;2;0,5;2;7,9183;8;0,5;1
ID1606;5000;1678689;-1919;11;2;0,5;2;7,9183;8;0,285714286;0
ID1607;2000;11997;3982;24;2;0,5;2;7,9183;8;0;0
ID1608;20000;117600;220000;27;2;0,5;2;7,9183;10;0,25;0
ID1609;10000;211063;71501;25;2;0,5;2;7,9183;8;0,5;1
ID1610;2000;13330;11996;27;2;0,5;2;7,9183;7;0;0
ID1611;20000;780250;794000;22;2;0,5;2;7,9183;9;0,25;0
ID1612;20000;303123;205830;31;2;0,5;2;7,9183;9;0,166666667;0
ID1613;20000;392545;220803;23;2;0,5;2;7,9183;10;0;0
ID1614;5000;219264;14135;31;2;0,5;2;7,9183;7;1;1
ID1615;20000;939850;238411;28;2;0,5;2;7,9183;10;0,75;0
ID1616;10000;172801;59306;27;2;0,5;2;7,9183;10;0;0
ID1617;5000;21000;62917;23;2;0,5;2;7,9183;7;0,25;0
ID1618;20000;696569;67078;31;2;0,5;2;7,9183;10;0,8;1
ID1619;5000;87600;54765;17;2;0,5;2;7,9183;7;0,142857143;0
