ID;BONUSZ;ARBEVETEL;TJB;AKTIV_NAPOK;KAMPANY_HOSSZA;VISSZAFIZETES;PONT_NAP;PONT_HONAP;RFM_SCORE_NO;KAMPANYAFFINITAS;TELJESITES
ID4040;5000;83210;19492;31;2;0,5;2;7,9183;8;0,5;0
ID4041;5000;95369;58132;28;2;0,5;2;7,9183;9;1;1
ID4042;20000;213470;134355;29;2;0,5;2;7,9183;10;0,5;0
ID4043;10000;49170;23248;31;2;0,5;2;7,9183;10;0,333333333;0
ID4044;2000;50871;31443;30;2;0,5;2;7,9183;6;0;1
ID4045;20000;1927343;176475;25;2;0,5;2;7,9183;9;0,4;1
ID4046;2000;158920;-48179;31;2;0,5;2;7,9183;5;0,375;1
ID4047;2000;21059;3966;21;2;0,5;2;7,9183;7;0,333333333;1
ID4048;5000;22229;14135;28;2;0,5;2;7,9183;9;0;0
ID4049;5000;20394;47005;29;2;0,5;2;7,9183;9;0,25;0
ID4050;2000;13985;-1194;26;2;0,5;2;7,9183;7;0;0
ID4051;5000;69341;5248;23;2;0,5;2;7,9183;6;0,25;1
ID4052;20000;760510;501342;31;2;0,5;2;7,9183;9;0,583333333;1
ID4053;2000;128000;-58815;28;2;0,5;2;7,9183;6;0;0
ID4054;20000;1176462;340908;31;2;0,5;2;7,9183;10;0;0
ID4055;10000;23527631;-434167;25;2;0,5;2;7,9183;9;1;1
ID4056;5000;224438;94275;19;2;0,5;2;7,9183;5;0;0
ID4057;5000;265853;238340;31;2;0,5;2;7,9183;9;1;1
ID4058;2000;13024;12434;27;2;0,5;2;7,9183;6;1;1
ID4059;20000;2226335;689246;25;2;0,5;2;7,9183;10;0,285714286;0
ID4060;2000;17942;6728;28;2;0,5;2;7,9183;7;1;1
ID4061;20000;0;0;0;2;0,5;2;7,9183;8;0,333333333;0
ID4062;20000;599027;261333;30;2;0,5;2;7,9183;10;1;0
ID4063;20000;692048;223682;28;2;0,5;2;7,9183;10;0,333333333;1
ID4064;20000;1715968;272003;19;2;0,5;2;7,9183;10;0,833333333;0
ID4065;2000;51890;14336;28;2;0,5;2;7,9183;6;0;1
ID4066;10000;67680;-1106;25;2;0,5;2;7,9183;10;0,5;1
ID4067;20000;1151653;227799;30;2;0,5;2;7,9183;10;1;1
ID4068;5000;241143;23401;28;2;0,5;2;7,9183;10;1;1
ID4069;2000;15500;20349;22;2;0,5;2;7,9183;6;0,25;1
ID4070;5000;35336;28454;20;2;0,5;2;7,9183;9;0,333333333;1
ID4071;20000;312899;182101;27;2;0,5;2;7,9183;10;0,857142857;1
ID4072;2000;49926;11345;25;2;0,5;2;7,9183;8;0,25;0
ID4073;5000;193739;1860;25;2;0,5;2;7,9183;7;0;0
ID4074;5000;156171;53741;31;2;0,5;2;7,9183;6;0,25;0
ID4075;2000;16508;5473;31;2;0,5;2;7,9183;8;0,833333333;1
ID4076;2000;53794;2116;20;2;0,5;2;7,9183;8;0,333333333;0
ID4077;5000;259546;32002;8;2;0,5;2;7,9183;8;0;0
ID4078;20000;1483924;541932;23;2;0,5;2;7,9183;10;0,857142857;1
ID4079;10000;299267;159242;30;2;0,5;2;7,9183;10;0,833333333;0
ID4080;20000;1122658;94215;26;2;0,5;2;7,9183;10;0,25;1
ID4081;20000;395000;1018400;23;2;0,5;2;7,9183;9;0,411764706;0
ID4082;2000;96796;11797;31;2;0,5;2;7,9183;7;0,714285714;0
ID4083;20000;239350;724202;20;2;0,5;2;7,9183;8;0;0
ID4084;2000;17291;-58975;31;2;0,5;2;7,9183;7;0,166666667;0
ID4085;20000;789173;123273;29;2;0,5;2;7,9183;10;0,727272727;1
ID4086;20000;902920;360508;14;2;0,5;2;7,9183;8;0,4;0
ID4087;2000;32920;3757;31;2;0,5;2;7,9183;7;0,6;1
ID4088;20000;4662290;1064200;11;2;0,5;2;7,9183;9;0,642857143;1
ID4089;20000;684540;89751;30;2;0,5;2;7,9183;10;0,818181818;0
ID4090;5000;1734380;72876;23;2;0,5;2;7,9183;8;0,333333333;0
ID4091;2000;23491;15484;23;2;0,5;2;7,9183;9;0,714285714;1
ID4092;20000;212506;285001;25;2;0,5;2;7,9183;10;0,333333333;0
ID4093;2000;14040;21588;29;2;0,5;2;7,9183;8;0;0
ID4094;20000;1999079;135013;30;2;0,5;2;7,9183;10;0,111111111;0
ID4095;5000;37815;-35163;27;2;0,5;2;7,9183;7;0,166666667;0
ID4096;2000;54700;-9901;24;2;0,5;2;7,9183;6;0;0
ID4097;5000;86000;3270;30;2;0,5;2;7,9183;9;0,333333333;0
ID4098;2000;138644;-15875;30;2;0,5;2;7,9183;9;0,5;1
ID4099;5000;68170;56701;17;2;0,5;2;7,9183;6;0;0
ID4100;20000;60648;232343;20;2;0,5;2;7,9183;10;1;1
ID4101;20000;433080;614084;20;2;0,5;2;7,9183;9;0,5;0
ID4102;20000;13000;127000;4;2;0,5;2;7,9183;10;0,444444444;0
ID4103;5000;107376;22492;26;2;0,5;2;7,9183;10;0,5;1
ID4104;5000;152225;73280;31;2;0,5;2;7,9183;9;0,25;0
ID4105;2000;195973;25551;11;2;0,5;2;7,9183;5;0;0
ID4106;20000;698480;275769;12;2;0,5;2;7,9183;9;0;0
ID4107;10000;389586;58589;18;2;0,5;2;7,9183;10;0,6;1
ID4108;10000;151889;59394;31;2;0,5;2;7,9183;10;1;0
ID4109;2000;20188;36558;22;2;0,5;2;7,9183;8;0,6;1
ID4110;5000;121828;12761;31;2;0,5;2;7,9183;9;1;1
ID4111;2000;19300;3174;18;2;0,5;2;7,9183;8;1;1
ID4112;20000;453913;-217550;24;2;0,5;2;7,9183;10;0,333333333;1
ID4113;20000;193531;74900;13;2;0,5;2;7,9183;9;0,333333333;0
ID4114;20000;366255;93001;22;2;0,5;2;7,9183;10;0,5;0
ID4115;2000;2661;1761;17;2;0,5;2;7,9183;6;0,4;0
ID4116;20000;916988;232689;31;2;0,5;2;7,9183;10;1;1
ID4117;10000;68189;66394;13;2;0,5;2;7,9183;8;0,222222222;0
ID4118;10000;273843;11761;30;2;0,5;2;7,9183;10;1;1
ID4119;2000;28940;3790;25;2;0,5;2;7,9183;8;0,333333333;1
ID4120;20000;1475088;345084;31;2;0,5;2;7,9183;9;0,666666667;1
ID4121;2000;58433;8003;27;2;0,5;2;7,9183;7;0;0
ID4122;20000;2539082;805300;30;2;0,5;2;7,9183;10;1;0
ID4123;20000;1478414;102746;31;2;0,5;2;7,9183;10;0,909090909;1
ID4124;20000;856682;268177;31;2;0,5;2;7,9183;10;1;1
ID4125;10000;525949;36154;20;2;0,5;2;7,9183;9;0,272727273;1
ID4126;2000;32986;11365;20;2;0,5;2;7,9183;4;0;1
ID4127;2000;57116;-10458;23;2;0,5;2;7,9183;5;0;0
ID4128;2000;6424;5958;27;2;0,5;2;7,9183;6;0;0
ID4129;10000;78351;182947;24;2;0,5;2;7,9183;10;1;1
ID4130;5000;65864;31862;31;2;0,5;2;7,9183;8;1;1
ID4131;5000;75928;16631;22;2;0,5;2;7,9183;10;0,875;1
ID4132;20000;710300;103445;31;2;0,5;2;7,9183;10;0,833333333;1
ID4133;2000;26956;10815;29;2;0,5;2;7,9183;7;0,75;0
ID4134;5000;78518;53787;19;2;0,5;2;7,9183;9;0,25;0
ID4135;10000;227410;51800;20;2;0,5;2;7,9183;9;0;0
ID4136;2000;18177;-3000;25;2;0,5;2;7,9183;7;0;0
ID4137;2000;64400;16981;25;2;0,5;2;7,9183;7;0;0
ID4138;5000;129529;87000;20;2;0,5;2;7,9183;7;0;0
ID4139;5000;48327;21316;23;2;0,5;2;7,9183;6;0;0
ID4140;5000;120093;-14999;26;2;0,5;2;7,9183;8;0;0
ID4141;20000;0;0;0;2;0,5;2;7,9183;5;0;0
ID4142;2000;56579;-7775;26;2;0,5;2;7,9183;6;0;0
ID4143;10000;505468;178861;26;2;0,5;2;7,9183;9;0,5;0
ID4144;10000;332347;185041;18;2;0,5;2;7,9183;9;0,25;0
ID4145;5000;315171;53762;31;2;0,5;2;7,9183;5;0;0
ID4146;5000;66429;29379;30;2;0,5;2;7,9183;9;0,833333333;1
ID4147;2000;10500;3459;9;2;0,5;2;7,9183;5;0;0
ID4148;5000;67841;21158;31;2;0,5;2;7,9183;9;0,333333333;0
ID4149;10000;262751;128603;31;2;0,5;2;7,9183;10;0,833333333;1
ID4150;2000;160713;-25736;29;2;0,5;2;7,9183;9;1;1
ID4151;2000;71394;-16469;31;2;0,5;2;7,9183;8;1;1
ID4152;5000;122161;-9499;11;2;0,5;2;7,9183;8;0;0
ID4153;20000;104774;173252;15;2;0,5;2;7,9183;9;1;0
ID4154;2000;31628;11293;24;2;0,5;2;7,9183;6;0;0
ID4155;2000;2148;2796;22;2;0,5;2;7,9183;5;0;1
ID4156;5000;39947;23933;31;2;0,5;2;7,9183;7;1;1
ID4157;20000;71673;370839;17;2;0,5;2;7,9183;10;0,8;0
ID4158;20000;4602209;671830;16;2;0,5;2;7,9183;9;0,6;1
ID4159;10000;200570;304306;27;2;0,5;2;7,9183;9;0,666666667;1
ID4160;5000;135017;-165501;31;2;0,5;2;7,9183;7;0,5;0
ID4161;10000;393686;108103;31;2;0,5;2;7,9183;9;0,666666667;0
ID4162;5000;75273;28242;27;2;0,5;2;7,9183;6;1;0
ID4163;5000;23200;13423;23;2;0,5;2;7,9183;7;0,333333333;0
ID4164;20000;2263610;10003;22;2;0,5;2;7,9183;9;0,333333333;1
ID4165;2000;62925;93;31;2;0,5;2;7,9183;6;0;0
ID4166;20000;639421;263901;25;2;0,5;2;7,9183;7;1;0
ID4167;5000;57543;47606;27;2;0,5;2;7,9183;7;0,666666667;0
ID4168;20000;1665276;761005;30;2;0,5;2;7,9183;10;0,666666667;0
ID4169;20000;921518;468806;25;2;0,5;2;7,9183;10;1;0
ID4170;5000;118360;15197;26;2;0,5;2;7,9183;7;0,5;0
ID4171;5000;309700;75611;26;2;0,5;2;7,9183;8;0;0
ID4172;10000;555501;106212;22;2;0,5;2;7,9183;9;1;1
ID4173;20000;50000;484614;5;2;0,5;2;7,9183;7;0;0
ID4174;5000;88508;-3249;24;2;0,5;2;7,9183;7;1;1
ID4175;20000;357050;569974;31;2;0,5;2;7,9183;10;0,25;0
ID4176;10000;496601;133457;11;2;0,5;2;7,9183;6;0;0
ID4177;10000;3762700;-194869;11;2;0,5;2;7,9183;9;0;0
ID4178;2000;198273;-20534;31;2;0,5;2;7,9183;7;1;0
ID4179;5000;151231;-39820;11;2;0,5;2;7,9183;7;0,333333333;0
ID4180;2000;63990;16559;9;2;0,5;2;7,9183;3;0;1
ID4181;5000;79410;50995;25;2;0,5;2;7,9183;7;0;0
ID4182;2000;1801720;60680;15;2;0,5;2;7,9183;4;0;1
ID4183;5000;166565;-6523;27;2;0,5;2;7,9183;7;0;0
ID4184;5000;95463;20804;28;2;0,5;2;7,9183;8;0,333333333;0
ID4185;2000;113742;102979;30;2;0,5;2;7,9183;6;0;0
ID4186;2000;28397;8653;27;2;0,5;2;7,9183;6;0;0
ID4187;2000;101053;97245;31;2;0,5;2;7,9183;6;0;1
ID4188;2000;31286;11533;31;2;0,5;2;7,9183;6;0;0
ID4189;20000;0;644103;2;2;0,5;2;7,9183;9;0,25;0
ID4190;5000;59273;52749;22;2;0,5;2;7,9183;6;1;0
ID4191;10000;394611;190044;18;2;0,5;2;7,9183;7;0;0
ID4192;2000;128493;-24998;26;2;0,5;2;7,9183;6;0;1
ID4193;5000;138167;20478;12;2;0,5;2;7,9183;6;0;0
ID4194;2000;25409;23861;31;2;0,5;2;7,9183;7;0;0
ID4195;2000;36415;28200;25;2;0,5;2;7,9183;7;0,666666667;0
ID4196;5000;229346;64441;25;2;0,5;2;7,9183;8;0,666666667;0
ID4197;5000;147108;8793;31;2;0,5;2;7,9183;7;0,25;0
ID4198;5000;41957;101989;20;2;0,5;2;7,9183;7;0,333333333;0
ID4199;2000;79260;45038;30;2;0,5;2;7,9183;7;0;0
ID4200;2000;86859;13448;26;2;0,5;2;7,9183;6;1;0
ID4201;20000;771638;556550;11;2;0,5;2;7,9183;10;0,333333333;0
ID4202;20000;757323;320500;11;2;0,5;2;7,9183;10;0,25;0
ID4203;5000;521751;46127;20;2;0,5;2;7,9183;6;0,333333333;0
ID4204;5000;356877;44292;31;2;0,5;2;7,9183;7;0,333333333;1
ID4205;2000;21200;44805;21;2;0,5;2;7,9183;6;0;0
ID4206;5000;87167;101753;31;2;0,5;2;7,9183;7;0;0
ID4207;5000;215600;52155;30;2;0,5;2;7,9183;8;1;1
ID4208;5000;53676;41401;29;2;0,5;2;7,9183;7;1;1
ID4209;5000;71405;18529;30;2;0,5;2;7,9183;7;0,75;1
ID4210;2000;313500;79580;17;2;0,5;2;7,9183;4;0;0
ID4211;2000;4879;9269;19;2;0,5;2;7,9183;4;0;0
ID4212;5000;106242;20851;29;2;0,5;2;7,9183;7;0;0
ID4213;2000;289837;25845;31;2;0,5;2;7,9183;7;0;0
ID4214;10000;1473886;158801;19;2;0,5;2;7,9183;8;0;0
ID4215;2000;12000;-21389;17;2;0,5;2;7,9183;7;0,333333333;0
ID4216;20000;351449;199099;22;2;0,5;2;7,9183;10;0,6;0
ID4217;20000;644367;280965;21;2;0,5;2;7,9183;10;0,8;0
ID4218;2000;59466;23026;20;2;0,5;2;7,9183;6;0;0
ID4219;10000;15975;113000;24;2;0,5;2;7,9183;8;0,333333333;0
ID4220;2000;95140;10618;31;2;0,5;2;7,9183;7;1;0
ID4221;10000;62134;181000;20;2;0,5;2;7,9183;9;0,333333333;0
ID4222;2000;27400;3485;16;2;0,5;2;7,9183;6;0;0
ID4223;5000;9097;17230;26;2;0,5;2;7,9183;7;1;0
ID4224;2000;93840;6439;10;2;0,5;2;7,9183;6;0;1
ID4225;2000;187810;41469;21;2;0,5;2;7,9183;6;1;1
ID4226;20000;4079239;1382820;31;2;0,5;2;7,9183;10;0,666666667;1
ID4227;2000;5710;299;10;2;0,5;2;7,9183;6;0,333333333;0
ID4228;5000;356570;88618;13;2;0,5;2;7,9183;6;0;0
ID4229;2000;122514;-7698;17;2;0,5;2;7,9183;6;0;1
ID4230;2000;76260;32493;31;2;0,5;2;7,9183;6;1;0
ID4231;20000;342049;-20000;31;2;0,5;2;7,9183;8;0;0
ID4232;5000;426762;87192;17;2;0,5;2;7,9183;6;0;0
ID4233;5000;254414;-98091;23;2;0,5;2;7,9183;7;0;0
ID4234;10000;277401;157221;13;2;0,5;2;7,9183;7;0,5;0
ID4235;2000;7000;14500;16;2;0,5;2;7,9183;6;0;0
ID4236;2000;32190;11453;25;2;0,5;2;7,9183;6;0;0
ID4237;20000;2000;1167200;4;2;0,5;2;7,9183;7;0;0
ID4238;2000;72024;32358;26;2;0,5;2;7,9183;6;0;1
ID4239;20000;1715000;1087019;29;2;0,5;2;7,9183;9;0;0
ID4240;20000;16861500;1990545;31;2;0,5;2;7,9183;10;0;1
ID4241;2000;102760;107295;27;2;0,5;2;7,9183;6;0;0
ID4242;2000;51790;-14224;24;2;0,5;2;7,9183;7;0;0
ID4243;2000;101531;13093;20;2;0,5;2;7,9183;6;0,5;0
ID4244;5000;1183188;16169;31;2;0,5;2;7,9183;8;0;0
ID4245;20000;6177204;472734;16;2;0,5;2;7,9183;7;0,5;0
ID4246;20000;995582;606206;28;2;0,5;2;7,9183;9;0,666666667;1
ID4247;5000;62357;37384;22;2;0,5;2;7,9183;7;1;1
ID4248;5000;184235;76544;30;2;0,5;2;7,9183;7;0,5;1
ID4249;5000;391727;98002;28;2;0,5;2;7,9183;8;1;0
ID4250;10000;397922;-67998;30;2;0,5;2;7,9183;9;0,333333333;0
ID4251;5000;828095;61428;21;2;0,5;2;7,9183;9;1;1
ID4252;2000;13185;13520;27;2;0,5;2;7,9183;4;0;1
ID4253;2000;36600;14687;27;2;0,5;2;7,9183;7;0;1
ID4254;5000;46500;12480;16;2;0,5;2;7,9183;7;0;0
ID4255;5000;256015;83000;20;2;0,5;2;7,9183;8;0,5;1
ID4256;5000;190000;-22348;24;2;0,5;2;7,9183;7;0,75;0
ID4257;5000;32097;115100;31;2;0,5;2;7,9183;7;1;1
ID4258;20000;381782;290161;31;2;0,5;2;7,9183;9;1;1
ID4259;10000;212448;142000;23;2;0,5;2;7,9183;6;1;1
ID4260;2000;130337;24651;16;2;0,5;2;7,9183;6;0;0
ID4261;5000;65422;88110;28;2;0,5;2;7,9183;8;0,666666667;1
ID4262;5000;46642;-3363;27;2;0,5;2;7,9183;7;0;0
ID4263;2000;14900;7743;22;2;0,5;2;7,9183;5;0;0
ID4264;5000;178253;73991;30;2;0,5;2;7,9183;7;1;1
ID4265;5000;206363;52120;21;2;0,5;2;7,9183;6;1;1
ID4266;2000;15900;6477;23;2;0,5;2;7,9183;6;0,333333333;0
ID4267;10000;24710;51175;23;2;0,5;2;7,9183;8;0,75;0
ID4268;5000;73327;4799;24;2;0,5;2;7,9183;8;0,5;1
ID4269;2000;229808;127452;24;2;0,5;2;7,9183;7;0;0
ID4270;2000;393000;27600;27;2;0,5;2;7,9183;7;0,333333333;0
ID4271;2000;44629;5990;31;2;0,5;2;7,9183;5;0;0
ID4272;5000;45025;35620;25;2;0,5;2;7,9183;7;0,333333333;0
ID4273;2000;92953;16295;30;2;0,5;2;7,9183;7;1;1
ID4274;2000;17837;27908;28;2;0,5;2;7,9183;6;1;1
ID4275;5000;32400;6033;30;2;0,5;2;7,9183;7;1;1
ID4276;20000;2218448;256504;25;2;0,5;2;7,9183;9;0,2;0
ID4277;2000;31571;-2926;25;2;0,5;2;7,9183;7;0;0
ID4278;5000;403569;199912;22;2;0,5;2;7,9183;7;0,5;1
ID4279;20000;2234953;469031;23;2;0,5;2;7,9183;9;0,666666667;1
ID4280;5000;270298;176779;21;2;0,5;2;7,9183;8;0;1
ID4281;10000;173812;9250;15;2;0,5;2;7,9183;9;0,5;0
ID4282;20000;148000;515000;16;2;0,5;2;7,9183;10;0,8;0
ID4283;5000;491851;60676;18;2;0,5;2;7,9183;5;1;1
ID4284;2000;435342;16441;28;2;0,5;2;7,9183;8;0,75;1
ID4285;2000;115580;-6958;29;2;0,5;2;7,9183;6;0;0
ID4286;10000;41940;41127;16;2;0,5;2;7,9183;8;0,25;0
ID4287;10000;50000;181000;24;2;0,5;2;7,9183;9;0,5;0
ID4288;10000;1094993;198258;29;2;0,5;2;7,9183;9;0,666666667;0
ID4289;20000;4425685;1277;29;2;0,5;2;7,9183;9;0,75;1
ID4290;2000;247803;10039;31;2;0,5;2;7,9183;7;0;0
ID4291;5000;313314;33503;31;2;0,5;2;7,9183;7;0;0
ID4292;20000;2019090;555523;25;2;0,5;2;7,9183;10;0,5;0
ID4293;2000;13804;9492;19;2;0,5;2;7,9183;7;1;1
ID4294;5000;145572;68041;24;2;0,5;2;7,9183;7;0,333333333;1
ID4295;10000;3015840;113870;15;2;0,5;2;7,9183;8;0;1
ID4296;2000;48356;-2787;24;2;0,5;2;7,9183;6;0,333333333;0
ID4297;10000;174247;243881;23;2;0,5;2;7,9183;8;0;0
ID4298;5000;104100;-16880;23;2;0,5;2;7,9183;7;1;0
ID4299;10000;47660;17363;19;2;0,5;2;7,9183;8;0;0
ID4300;10000;178987;44994;15;2;0,5;2;7,9183;7;0;0
ID4301;5000;23270;11671;24;2;0,5;2;7,9183;7;0,25;1
ID4302;5000;53935;11439;20;2;0,5;2;7,9183;7;0,25;0
ID4303;5000;12707;10843;8;2;0,5;2;7,9183;6;0;0
ID4304;5000;98509;55477;26;2;0,5;2;7,9183;8;0,333333333;0
ID4305;2000;49318;7038;19;2;0,5;2;7,9183;7;0,333333333;0
ID4306;20000;0;0;0;2;0,5;2;7,9183;6;0;0
ID4307;2000;67986;29385;15;2;0,5;2;7,9183;6;0;0
ID4308;5000;227387;209670;29;2;0,5;2;7,9183;6;0;1
ID4309;5000;136046;76902;14;2;0,5;2;7,9183;6;0;0
ID4310;5000;96618;217944;26;2;0,5;2;7,9183;7;0,333333333;1
ID4311;5000;133960;73570;15;2;0,5;2;7,9183;5;0;0
ID4312;2000;269290;45449;31;2;0,5;2;7,9183;6;0;1
ID4313;2000;23810;126895;25;2;0,5;2;7,9183;5;0;0
ID4314;5000;123510;68615;21;2;0,5;2;7,9183;7;0;0
ID4315;2000;39718;1501;21;2;0,5;2;7,9183;7;0,333333333;0
ID4316;10000;394501;244999;26;2;0,5;2;7,9183;9;1;0
ID4317;20000;369845;174014;17;2;0,5;2;7,9183;9;0;0
ID4318;10000;185612;127346;19;2;0,5;2;7,9183;8;0,25;0
ID4319;5000;50500;21284;27;2;0,5;2;7,9183;7;0;0
ID4320;2000;34000;34551;20;2;0,5;2;7,9183;5;0;0
ID4321;5000;32708;15500;11;2;0,5;2;7,9183;6;0;0
ID4322;5000;65830;-27388;30;2;0,5;2;7,9183;7;0,5;1
ID4323;5000;88200;51514;27;2;0,5;2;7,9183;7;0;0
ID4324;2000;28582;46701;25;2;0,5;2;7,9183;6;0,333333333;0
ID4325;5000;149001;22503;24;2;0,5;2;7,9183;7;0;0
ID4326;20000;924213;279000;29;2;0,5;2;7,9183;10;0,75;1
ID4327;2000;52298;13801;22;2;0,5;2;7,9183;5;0;0
ID4328;2000;11489;13700;28;2;0,5;2;7,9183;5;0;1
ID4329;5000;38028;28332;30;2;0,5;2;7,9183;7;0;0
ID4330;2000;78000;-63548;18;2;0,5;2;7,9183;6;0,333333333;0
ID4331;5000;59653;35270;27;2;0,5;2;7,9183;7;0,666666667;0
ID4332;20000;3778850;-24384;14;2;0,5;2;7,9183;9;0,6;0
ID4333;5000;22945;17183;18;2;0,5;2;7,9183;7;0;0
ID4334;20000;2031148;292001;26;2;0,5;2;7,9183;7;0;0
ID4335;10000;154415;142664;25;2;0,5;2;7,9183;8;0;0
ID4336;2000;14880;8239;25;2;0,5;2;7,9183;7;0,5;1
ID4337;20000;390464;73356;19;2;0,5;2;7,9183;10;0,444444444;0
ID4338;2000;28129;23238;28;2;0,5;2;7,9183;6;0;0
ID4339;2000;6190;10202;24;2;0,5;2;7,9183;7;0,666666667;0
ID4340;5000;163250;48708;10;2;0,5;2;7,9183;7;0;1
ID4341;20000;3522082;874003;22;2;0,5;2;7,9183;10;0,3;0
ID4342;5000;149130;42858;29;2;0,5;2;7,9183;8;1;1
ID4343;2000;5504;45780;24;2;0,5;2;7,9183;7;0,75;0
ID4344;2000;92342;57583;24;2;0,5;2;7,9183;7;0,4;0
ID4345;2000;12188;9146;27;2;0,5;2;7,9183;7;0,2;0
ID4346;20000;392297;176000;2;2;0,5;2;7,9183;8;0,666666667;0
ID4347;20000;1317959;425086;23;2;0,5;2;7,9183;9;0,5;1
ID4348;10000;136970;43005;23;2;0,5;2;7,9183;9;0;0
ID4349;5000;136191;71368;31;2;0,5;2;7,9183;9;0;0
ID4350;20000;126500;-129814;22;2;0,5;2;7,9183;10;0;0
ID4351;2000;16964;7049;23;2;0,5;2;7,9183;7;0,166666667;0
ID4352;2000;15926;5000;13;2;0,5;2;7,9183;6;0;0
ID4353;2000;10161;16610;19;2;0,5;2;7,9183;6;0,333333333;0
ID4354;20000;7893460;-606217;29;2;0,5;2;7,9183;10;0,6;1
ID4355;5000;195000;44131;29;2;0,5;2;7,9183;8;0;0
ID4356;10000;142054;37000;23;2;0,5;2;7,9183;9;0,222222222;1
ID4357;20000;317748;202720;4;2;0,5;2;7,9183;8;0;0
ID4358;2000;41080;23119;30;2;0,5;2;7,9183;7;0,8;0
ID4359;2000;20940;5322;29;2;0,5;2;7,9183;4;1;0
ID4360;2000;51565;-4613;15;2;0,5;2;7,9183;5;0;1
ID4361;10000;58979;70000;27;2;0,5;2;7,9183;9;0,111111111;0
ID4362;10000;120933;31902;31;2;0,5;2;7,9183;9;0;0
ID4363;20000;0;9450;2;2;0,5;2;7,9183;9;0,2;0
ID4364;5000;80166;43502;18;2;0,5;2;7,9183;6;0;0
ID4365;20000;820600;705700;17;2;0,5;2;7,9183;7;0,125;0
ID4366;5000;48062;16577;19;2;0,5;2;7,9183;6;0,6;0
ID4367;10000;267211;102545;28;2;0,5;2;7,9183;9;0,2;0
ID4368;5000;72898;12000;8;2;0,5;2;7,9183;5;0;0
ID4369;5000;652697;-330881;25;2;0,5;2;7,9183;9;0,777777778;1
ID4370;10000;142510;61924;18;2;0,5;2;7,9183;8;0,5;0
ID4371;20000;13000;313000;3;2;0,5;2;7,9183;6;0;0
ID4372;20000;4110980;992000;9;2;0,5;2;7,9183;9;0,25;1
ID4373;10000;437754;209828;29;2;0,5;2;7,9183;8;1;1
ID4374;2000;34820;3527;29;2;0,5;2;7,9183;7;0;0
ID4375;20000;1188897;539236;26;2;0,5;2;7,9183;9;0,333333333;0
ID4376;2000;15973;5980;22;2;0,5;2;7,9183;6;0;0
ID4377;5000;50785;-7818;26;2;0,5;2;7,9183;9;1;1
ID4378;20000;491500;89500;27;2;0,5;2;7,9183;9;0,5;0
ID4379;5000;492660;87110;13;2;0,5;2;7,9183;6;0,25;0
ID4380;5000;320817;129007;31;2;0,5;2;7,9183;6;0,5;1
ID4381;10000;428264;157087;8;2;0,5;2;7,9183;6;0;0
ID4382;5000;1580826;-10098;20;2;0,5;2;7,9183;6;0;1
ID4383;5000;197508;75031;30;2;0,5;2;7,9183;7;0,75;0
ID4384;2000;20810;16274;16;2;0,5;2;7,9183;6;0,666666667;1
ID4385;5000;631642;104223;25;2;0,5;2;7,9183;5;0;0
ID4386;5000;29247;31381;24;2;0,5;2;7,9183;7;0;0
ID4387;20000;70700;128501;11;2;0,5;2;7,9183;8;0,666666667;0
ID4388;2000;32798;45376;28;2;0,5;2;7,9183;6;1;0
ID4389;5000;11090;130402;22;2;0,5;2;7,9183;7;0,75;0
ID4390;10000;48800;64200;18;2;0,5;2;7,9183;9;0;0
ID4391;5000;26272;9153;30;2;0,5;2;7,9183;6;0,25;0
ID4392;2000;44117;-6598;13;2;0,5;2;7,9183;6;0;0
ID4393;2000;67520;7000;16;2;0,5;2;7,9183;5;0;0
ID4394;10000;177778;11851;15;2;0,5;2;7,9183;10;0;0
ID4395;5000;219240;73830;25;2;0,5;2;7,9183;8;0,6;1
ID4396;20000;3687604;524006;31;2;0,5;2;7,9183;10;1;1
ID4397;2000;50450;22973;9;2;0,5;2;7,9183;6;0;0
ID4398;20000;127500;134000;5;2;0,5;2;7,9183;10;0,4;0
ID4399;5000;63804;17245;31;2;0,5;2;7,9183;7;0,555555556;1
ID4400;10000;741447;-66086;26;2;0,5;2;7,9183;8;0,5;0
ID4401;2000;21346;3544;27;2;0,5;2;7,9183;6;0,333333333;1
ID4402;10000;106626;51001;18;2;0,5;2;7,9183;8;0,333333333;0
ID4403;20000;748381;274222;30;2;0,5;2;7,9183;10;1;0
ID4404;20000;10000;70000;3;2;0,5;2;7,9183;9;0,5;0
ID4405;20000;751855;1385415;30;2;0,5;2;7,9183;9;0,6;1
ID4406;5000;108425;-56586;28;2;0,5;2;7,9183;6;0;0
ID4407;20000;295297;157214;31;2;0,5;2;7,9183;10;0,2;0
ID4408;2000;16618;12832;26;2;0,5;2;7,9183;6;0;0
ID4409;20000;108721;105205;23;2;0,5;2;7,9183;8;0,166666667;0
ID4410;5000;2240970;112780;26;2;0,5;2;7,9183;3;0;1
ID4411;2000;14283;19500;22;2;0,5;2;7,9183;5;0;0
ID4412;2000;94456;153180;26;2;0,5;2;7,9183;6;0;0
ID4413;5000;79134;11889;26;2;0,5;2;7,9183;8;0,666666667;1
ID4414;20000;557501;419814;31;2;0,5;2;7,9183;10;1;0
ID4415;2000;14481;34191;17;2;0,5;2;7,9183;6;0,5;0
ID4416;5000;59159;59738;27;2;0,5;2;7,9183;8;0,333333333;1
ID4417;5000;17099;20399;25;2;0,5;2;7,9183;7;0;0
ID4418;20000;1256619;466386;27;2;0,5;2;7,9183;10;0;0
